gene.name	score
VAMP3	15.3270738575892
PDLIM5	15.3257139979541
HOXA3	15.3212489214572
PON2	15.3186575826404
SMAD3	15.3140928329033
TIPARP	15.2986773375497
GTPBP10	15.2855235275604
ZBTB38	15.2738837162588
N4BP2	15.266987273571
SLC30A7	15.2603030025348
ZBTB7A	15.2356547705462
HEATR1	15.2237381347911
MAP7	15.2154002177791
KIF13A	15.2095364402771
NCK1	15.16291827022
CCM2	15.1467367235738
MRPL42	15.1464995431653
HIVEP2	15.1432256537035
SFMBT2	15.1404887049443
SGTB	15.1138774255563
SH3BP5L	15.1033690585338
PDRG1	15.1029793038277
SNX27	15.1029429190237
PIK3CB	15.1025264131254
GNAQ	15.096396430807
CPNE3	15.0895463469671
ATG4D	15.0594086736896
PPP6R1	15.0543345456087
B3GALNT2	15.0485306300124
YWHAH	15.0440785623497
RBMX	15.0233822547346
RUNX3	15.0056284469947
CIT	14.9975587922262
WDR82	14.9885281805233
B4GALT5	14.9597073226141
WDR33	14.926913721272
SIK2	14.9165278576071
ADSS	14.9070188473372
TRIM37	14.9011693493733
PNISR	14.8934999082361
PPM1A	14.8374732831191
SLC36A1	14.8240790702175
SEL1L	14.8028757102476
MLLT3	14.8017090526182
THBS1	14.7543195151951
FOXN2	14.7470371995101
PAPD5	14.7410602706866
RCAN3	14.7305628389978
ATG16L1	14.7297842792533
SNRK	14.7232688840215
MPHOSPH9	14.7077223856649
UBR7	14.6944262349161
RIOX2	14.6833785260879
MIER1	14.6785661740654
SHCBP1	14.6505367200637
CAV2	14.650471906999
ZNF281	14.6458488479775
ACBD3	14.6348339844131
EEA1	14.6328654503216
SMARCE1	14.6275235811873
GRK6	14.5953336969699
MAP2K3	14.5752906148739
ZBTB14	14.5696270570378
DDIAS	14.5682324886141
GINS1	14.5655169297202
TBCEL	14.5617810123035
ARL8A	14.5579608402503
TPGS2	14.5430097712768
MFSD6	14.5363598019352
FAM136A	14.5193681207786
UBR3	14.5139809536462
SIN3B	14.5047171500434
ZCCHC14	14.5009160531549
ESCO2	14.4879249135067
G0S2	14.47817328036
MAP3K14	14.4770953478278
MLYCD	14.4681172725274
SAV1	14.465657446885
PSEN1	14.4612379699636
MBD2	14.4502603377857
SENP1	14.444234044438
SPATA2	14.4307874679925
NCKIPSD	14.4271063273425
CCDC137	14.4264809661344
DDX21	14.4258528148391
CMTR2	14.4249537469602
SOCS3	14.4184587336575
RC3H1	14.4155364360319
KIAA1462	14.3896774040515
FAM199X	14.3789642367066
UBQLN1	14.3744735238956
SLBP	14.3737833016361
PITPNM2	14.3691467347146
SRSF6	14.368605509333
DDHD2	14.3626357754686
AGPAT5	14.3525225862278
RNF44	14.3491283978692
SRGAP1	14.3408170321333
IMPDH1	14.3404622787473
PSMD9	14.3340810436377
AMMECR1L	14.3298421386383
PELI1	14.3200703002129
FAM49B	14.3193775737061
STEAP2	14.30077415836
ATF7IP	14.2858160813539
AKT3	14.2575544571092
PEG10	14.2492910233499
ZMYM2	14.2373987694867
LONRF1	14.2328636857472
MSI2	14.2265513068713
LMBR1	14.2244555749139
VPS37A	14.208156405584
DEPDC1	14.2008014838858
AAK1	14.1875070670036
EMP2	14.1571679398815
C5orf51	14.1539950973482
ZMYND11	14.1510298222273
ATF6	14.1315681359664
KIAA1524	14.1307400679975
MEF2D	14.1214682758697
UBE4A	14.1126145897367
TOM1L2	14.103889383138
HNRNPA2B1	14.098699681573
TGIF1	14.0983235136488
RPS29	14.0726191713002
NOTCH2	14.047536592189
PLEKHA8	14.0148103144465
RAB34	14.0101591267962
ZBTB34	14.006954398307
CDKN1A	14.0005778421102
WDR45B	13.9990648125853
CARHSP1	13.9957817328185
SLC2A1	13.9858941144347
KNL1	13.982080161775
MKL2	13.98168937268
RAN	13.9715916539543
HBP1	13.9704731069893
CAST	13.9685050234735
C11orf57	13.9647762675454
LRRC45	13.9518375478909
RHPN2	13.9518165882395
ATL2	13.9437980451779
COL4A3BP	13.9427736184326
SPIRE1	13.9423427373087
SLC35D1	13.9374066603882
KIAA1211	13.9338172081011
ATP2C1	13.9212248187869
TPD52	13.9203920788673
ARHGAP1	13.8942797623304
HNRNPU	13.86303978333
RALGPS2	13.8623936207121
RPRD1A	13.8622650109806
SUGT1	13.8592587971564
TMEM9B	13.8556877678719
PPIL1	13.8539785913043
RAB5B	13.8336650603565
TM2D2	13.828741221264
ZBTB43	13.8236468068334
NPTN	13.8228111353834
KLF3	13.8027088995867
REV3L	13.7911879842493
GPSM2	13.7849134967697
PAQR3	13.7654837685817
ANKFY1	13.7600612064931
PDE4DIP	13.7565163505483
CCNY	13.7530308195805
CREBZF	13.7471516775829
FBXL20	13.7455235095615
KIAA1468	13.7299475214211
UTP23	13.7236562614125
TNFRSF21	13.7232229509742
CLIC4	13.7207423462937
CREB1	13.7011509022037
RAP1A	13.6917320417962
NUDT4	13.6818393748535
MBNL2	13.6760666106586
SSFA2	13.6683818827313
GFPT1	13.6588251284728
RSBN1L	13.6536392457969
CEP350	13.6391346699643
MAPK14	13.638131388061
MB21D2	13.6275488253989
PCNX4	13.6213475360217
NRBF2	13.6203109492148
BROX	13.6097401691918
LPGAT1	13.608358512516
CAMSAP1	13.6032514568982
E2F2	13.5991641277964
FARP2	13.5881097244489
MED28	13.5703026265761
RNF168	13.5702702658131
GRSF1	13.5587606498626
CD46	13.5559239039923
HDLBP	13.5414399939544
C5orf30	13.5276702590923
RNMT	13.5210786235152
ZBTB41	13.5158043712548
CENPK	13.5108375190828
ARL5B	13.4888483367727
DCTN5	13.4856791356837
PLAGL1	13.4798594067685
SERTAD4	13.4747134993133
MGAT5	13.4643921734092
ATMIN	13.4593009062094
VGLL4	13.4575172133205
KAT7	13.4497026077005
PPP2CA	13.442969202157
FASTK	13.4418745776674
USP33	13.4262616520301
NIP7	13.4231875902282
HARS	13.4223105524994
ABCB7	13.4205694064592
STK38	13.4026725251766
SBNO1	13.375493751288
AP1G2	13.3622973316558
ARIH2	13.3381667039272
POLE4	13.3263668410821
MAFG	13.3197040687833
PCGF2	13.3180979474795
SNX9	13.3080055424781
C16orf58	13.2941228710175
ZFYVE9	13.2934195859256
INTS6	13.2792817651534
N4BP2L2	13.2655727624919
ASAP2	13.2617075497412
TMEM64	13.2504382385245
MLLT6	13.2411787759188
GAREM1	13.240526638476
MCC	13.2394062670713
PCGF5	13.2349570247278
MTMR12	13.2074273895509
DAG1	13.2054495548896
DIAPH3	13.2015784409172
BMI1	13.1744045156511
TLE4	13.1647474904634
PDK1	13.1334217725031
BLCAP	13.1168311463666
RNF2	13.1141327060185
EPC2	13.1044364408945
CELF2	13.103269717984
FAM102A	13.0955484131174
SEC23B	13.0890571068004
COMMD6	13.0826915852691
MRPL28	13.046983569378
BTAF1	13.046249550902
VPS37B	13.0202958034203
ZNF827	13.0161056407447
ATG5	13.01296588577
AMMECR1	12.9994847792686
TBRG1	12.9823905047334
CCNA2	12.9339218094086
GSKIP	12.9285519723103
DEF8	12.9170825054465
MAT2A	12.9139909587817
BTF3L4	12.9028273905768
SETD7	12.900991529061
ABI2	12.8988259132636
GRPEL2	12.897688069551
PRRC1	12.8856603308513
CCNL1	12.8743605108969
RBL1	12.858585357042
RREB1	12.8360843836191
CCNB1	12.8359125319681
PTPN4	12.8301696361739
NDFIP2	12.8146522024805
LRP12	12.7979140206755
VTI1B	12.7958644479758
CNEP1R1	12.7942858878674
S100PBP	12.7875415181506
FNDC3B	12.7792646116264
PUM2	12.7730034708548
RPA2	12.7726437011771
MRPL35	12.7669518465387
DGKH	12.7523223581662
ACOX1	12.7512902352853
ENC1	12.7511855296213
SLC25A12	12.7510575836618
NRP1	12.7483100898344
FEM1C	12.7458311730724
CYB5R4	12.7417073130087
CNIH1	12.7377259484555
GIGYF1	12.7358243101728
EIF4EBP2	12.7286158035019
CEP104	12.7213426347607
SPAG9	12.6999603002608
SCN8A	12.6915370768422
ZDHHC7	12.6892447568452
CLCN6	12.6776843379645
SLC25A44	12.6103469144546
LRCH3	12.5958982648856
MAPK1	12.5923016883907
ATG14	12.5902372111045
NABP1	12.558369147419
MFN1	12.5556619597098
DDX6	12.5368837545101
KIF23	12.5340126222763
CPEB4	12.5336316560988
LONP2	12.5252776754167
DNAJA1	12.5150427742835
VDAC2	12.5097421798837
KIAA2026	12.4996134469371
KDM3A	12.4864528325202
BTBD3	12.4697488167198
PPP6C	12.4534352038452
CC2D1B	12.4493565431277
PRKAB2	12.4293590135768
NET1	12.4223637387695
TMEM167B	12.4215367902422
DESI2	12.4120802361535
TRIM24	12.4118328168603
SLC20A2	12.4008672346536
MTRR	12.3903994136236
SOS1	12.384361279927
BEND3	12.3832793562478
ARMC1	12.3796446803488
E2F8	12.3791593002827
MMD	12.3696662800942
SLC25A36	12.3694670152328
JKAMP	12.3544535690125
LIPA	12.3527436279712
SEC22C	12.3492561018278
FBXO30	12.3447961190297
ZDHHC18	12.315251904432
ZNF445	12.313332694087
ZNF655	12.3072763953235
RAB11FIP1	12.2861457385034
TRAK2	12.2844382624205
CUL4A	12.2736103131666
SSH2	12.2666879347058
YTHDC1	12.2484860997892
STK26	12.2475769533329
ZNF148	12.2393604675851
TCEA1	12.2375574298648
NA	12.2353486019125
MAP3K9	12.2345861194659
PXYLP1	12.2322363832174
DOCK5	12.2222842337637
ERCC4	12.2147352136512
ILF3	12.2144539118906
TNFAIP8	12.2009000362882
MCM7	12.1968310955147
ELMSAN1	12.1877109269263
ARHGAP32	12.1763219889002
PSAP	12.1716241388487
KDM5A	12.1424096935633
SLC35E1	12.1396824435004
EFCAB14	12.1169232935322
CGN	12.1132065778218
ATP6V0E1	12.1115178993024
INIP	12.111450335494
LATS2	12.1096282384467
ZNF770	12.1043686896832
RNF111	12.0857862497717
CBX3	12.082089729783
ANXA4	12.0738717062828
TTC17	12.0667432561885
SNTB2	12.062098203104
WDFY2	12.0604659310045
FOXJ3	12.0509733017794
ZNF518A	12.0264528009315
CAMSAP2	12.0250856583218
CA2	12.0249317539438
DUSP16	12.0198272542313
HSBP1	11.9839502815743
AP1S3	11.9744406623006
TMEM2	11.9625666837346
CDC42SE2	11.96117697405
NR2C2	11.9536085923193
NAPEPLD	11.9531650657193
RPS6KB1	11.9465109829752
NRBP1	11.9460917053693
CELF1	11.9449286644551
SLC9A6	11.9447098805404
MAML1	11.9348391520276
ITSN1	11.924857540026
FAM20B	11.9247230662593
SOWAHC	11.91457947118
PCLAF	11.9145634281249
TMEM267	11.911316843172
TSPAN3	11.8891066466239
CDC27	11.8860300873306
ZNF180	11.8846950491722
CEP97	11.8743771958775
TMED5	11.8628432656783
NDEL1	11.8626818740728
AK2	11.8552670975718
RPL7L1	11.8153430850718
YTHDF3	11.7935970267294
PAPOLG	11.7859804660602
IPMK	11.7626824812649
PFN2	11.761224665434
RASEF	11.7601824212729
RHOB	11.7594976126666
MFSD9	11.7571019504913
TRIP11	11.7485595683217
RABGAP1L	11.7230109950465
TNFRSF11A	11.7206755383243
MRPL17	11.7106693983068
SATB2	11.7039977214078
SDC1	11.7012880602638
FN3KRP	11.6893751388534
PHLPP2	11.680976544042
SLF2	11.6705804104992
VPS33B	11.6472271102085
EPS15	11.6310598895999
ARL6IP5	11.6132913937865
METAP1	11.6107052542954
UBE2F	11.5767792297565
SEMA4C	11.5711158367285
OARD1	11.5668170332022
ZNF239	11.5649921159033
TNFRSF12A	11.5410762152976
ERP44	11.5404890460926
MAP3K20	11.5398500527763
NCOA4	11.5376960708039
FAM126B	11.5219766399808
TIA1	11.5073264401705
ZNF778	11.5062695685118
LRRC58	11.503518735093
WDR36	11.493632926589
PPFIA1	11.4860657095202
KIAA1841	11.4846021689951
FAM60A	11.4721112868661
KLF6	11.4476282307345
ATXN7L3B	11.4247995927822
SYNM	11.4202282746252
AGO4	11.4119798011021
MSL1	11.3945409419447
DLGAP4	11.3898220025095
RDH11	11.389186890532
SLAIN2	11.3772539494039
IKBIP	11.3717599447627
SESTD1	11.370045283426
GRK3	11.3195740513031
MAPRE2	11.3184455422388
HERC4	11.2913006499244
FAM83G	11.2804312486092
STIM2	11.2702791445363
HERPUD1	11.2540345413539
OGG1	11.2216870734304
CRK	11.2176311723523
PHLDA1	11.2114058834433
ZBTB33	11.2110156991041
CASK	11.210309221126
C4orf46	11.2083113897552
CUL3	11.2032508868359
FAM91A1	11.2032384342256
DDI2	11.202612762994
TMED2	11.2001338958294
SMAD4	11.1986665485031
PRKAR2B	11.1973080921869
TECPR2	11.1916257296347
SETD2	11.1790506947859
GFOD1	11.174325810142
NUDT19	11.1735129920861
PPP1R12A	11.156402743795
SNX5	11.1433427552443
CC2D1A	11.1414568392018
CSDE1	11.1391581137884
OGT	11.1336534779775
FKBP15	11.1306739695458
ADNP	11.122531937518
SYNRG	11.1184175575532
SYS1	11.1180774171273
UGCG	11.1136544580404
ACTR2	11.0946401569198
PHC3	11.094616158315
ERGIC2	11.0683188717431
RGS10	11.0509102876959
DDX52	11.0448608458528
HECTD3	11.0434763215936
STC2	11.0385902953261
MAP3K1	11.0303086756742
HS2ST1	11.0265460057866
SV2A	11.0183942893113
SHOC2	11.0143542553286
HIP1	11.0073888315835
C11orf68	10.9763069971548
HSPA8	10.9713574582839
PLEKHA3	10.9639237903896
PPCS	10.9637711099993
